cbench-telecom-adpcm-d/adpcm/adpcm_decoder,6005
cbench-telecom-adpcm-d/adpcm/adpcm_coder,8004
shared-bzip2-1.0.6/compress/bsFinishWrite,2204
shared-bzip2-1.0.6/compress/makeMaps_e,2403
shared-bzip2-1.0.6/compress/bsW,3204
shared-bzip2-1.0.6/compress/BZ2_compressBlock,14389
shared-bzip2-1.0.6/decompress/makeMaps_d,2403
shared-bzip2-1.0.6/blocksort/fallbackSimpleSort,6104
shared-bzip2-1.0.6/blocksort/BZ2_blockSort,12040
shared-bzip2-1.0.6/blocksort/mmed3,2006
shared-bzip2-1.0.6/bzip2/cleanUpAndFail,8920
shared-bzip2-1.0.6/bzip2/fileExists,2154
shared-bzip2-1.0.6/bzip2/uInt64_isZero,2403
shared-bzip2-1.0.6/bzip2/myfeof,2051
shared-bzip2-1.0.6/bzip2/showFileNames,1396
shared-bzip2-1.0.6/bzip2/saveInputFileMetaInfo,1751
shared-bzip2-1.0.6/bzip2/applySavedTimeInfoToOutputFile,1913
shared-bzip2-1.0.6/bzip2/countHardLinks,1905
shared-bzip2-1.0.6/bzip2/mySIGSEGVorSIGBUScatcher,3052
shared-bzip2-1.0.6/bzip2/hasSuffix,3261
shared-bzip2-1.0.6/bzip2/snocString,4180
shared-bzip2-1.0.6/bzip2/uInt64_toAscii,4040
shared-bzip2-1.0.6/bzip2/myMalloc,1764
shared-bzip2-1.0.6/bzip2/setExit,1503
shared-bzip2-1.0.6/bzip2/uInt64_to_double,3602
shared-bzip2-1.0.6/bzip2/notAStandardFile,2390
shared-bzip2-1.0.6/bzip2/cadvise,1273
shared-bzip2-1.0.6/bzip2/fopen_output_safely,3045
shared-bzip2-1.0.6/bzip2/applySavedFileAttrToOutputFile,2094
shared-bzip2-1.0.6/bzip2/addFlagsFromEnvVar,8006
shared-bzip2-1.0.6/bzip2/pad,3662
shared-bzip2-1.0.6/bzip2/compressedStreamEOF,2092
shared-bzip2-1.0.6/bzip2/copyFileName,2953
shared-bzip2-1.0.6/bzip2/uInt64_qrm10,5204
shared-bzip2-1.0.6/bzip2/mapSuffix,3665
shared-bzip2-1.0.6/huffman/BZ2_hbAssignCodes,3103
shared-bzip2-1.0.6/bzlib/BZ2_indexIntoF,2503
shared-bzip2-1.0.6/bzlib/BZ2_bzwrite,2073
shared-bzip2-1.0.6/bzlib/prepare_new_block,2204
shared-bzip2-1.0.6/bzlib/myfeof,2051
shared-bzip2-1.0.6/bzlib/BZ2_bz__AssertH__fail,2663
shared-bzip2-1.0.6/bzlib/handle_compress,11826
shared-bzip2-1.0.6/bzlib/BZ2_bzDecompressEnd,9143
shared-bzip2-1.0.6/bzlib/default_bzfree,1496
shared-bzip2-1.0.6/bzlib/BZ2_bzerror,2303
shared-bzip2-1.0.6/bzlib/BZ2_bzDecompressInit,9258
shared-bzip2-1.0.6/bzlib/BZ2_bzCompressInit,22378
shared-bzip2-1.0.6/bzlib/flush_RL,1893
shared-bzip2-1.0.6/bzlib/BZ2_bzCompressEnd,9143
shared-bzip2-1.0.6/bzlib/BZ2_bzReadGetUnused,4008
shared-bzip2-1.0.6/bzlib/BZ2_bzclose,4532
shared-bzip2-1.0.6/bzlib/add_pair_to_block,7806
shared-bzip2-1.0.6/bzlib/copy_output_until_stop,3703
shared-bzip2-1.0.6/bzlib/BZ2_bzBuffToBuffDecompress,8600
shared-bzip2-1.0.6/bzlib/BZ2_bzReadClose,5510
shared-bzip2-1.0.6/bzlib/BZ2_bzread,2851
shared-bzip2-1.0.6/bzlib/BZ2_bzBuffToBuffCompress,8951
shared-bzip2-1.0.6/bzlib/isempty_RL,2203
milepost-codelet-mibench-consumer-mad-src-layer3-codelet-5-1/layer3.codelet__5.wrapper/main,8545
milepost-codelet-mibench-automotive-susan-s-src-susan-codelet-1-1/susan.codelet__1.wrapper/main,11642
milepost-codelet-mibench-automotive-susan-s-src-susan-codelet-1-1/susan.codelet__1/astex_codelet__1,4003
cbench-telecom-gsm/toast_alaw/alaw_output,3180
cbench-telecom-gsm/toast_alaw/alaw_input,3750
cbench-telecom-gsm/decode/Postprocessing,3306
cbench-telecom-gsm/decode/Gsm_Decoder,6194
cbench-telecom-gsm/add/gsm_norm,5291
cbench-telecom-gsm/add/gsm_asl,3546
cbench-telecom-gsm/add/gsm_asr,2803
cbench-telecom-gsm/add/gsm_L_sub,2806
cbench-telecom-gsm/add/gsm_L_asr,2506
cbench-telecom-gsm/add/gsm_abs,1503
cbench-telecom-gsm/add/gsm_sub,1703
cbench-telecom-gsm/add/gsm_L_asl,3545
cbench-telecom-gsm/add/gsm_L_mult,2170
cbench-telecom-gsm/add/gsm_add,1703
cbench-telecom-gsm/add/gsm_mult_r,2003
cbench-telecom-gsm/add/gsm_L_add,2704
cbench-telecom-gsm/add/gsm_mult,1803
cbench-telecom-gsm/add/gsm_div,4403
cbench-telecom-gsm/gsm_destroy/gsm_destroy,1495
cbench-telecom-gsm/long_term/Gsm_Long_Term_Predictor,7340
cbench-telecom-gsm/long_term/Gsm_Long_Term_Synthesis_Filtering,7329
cbench-telecom-gsm/rpe/RPE_grid_positioning,6081
cbench-telecom-gsm/rpe/RPE_grid_selection,18603
cbench-telecom-gsm/rpe/APCM_inverse_quantization,10257
cbench-telecom-gsm/rpe/APCM_quantization_xmaxc_to_exp_mant,5906
cbench-telecom-gsm/rpe/Weighting_filter,4606
cbench-telecom-gsm/gsm_decode/gsm_decode,24345
cbench-telecom-gsm/toast/update_mode,2622
cbench-telecom-gsm/toast/length_okay,4782
cbench-telecom-gsm/toast/okay_as_input,6392
cbench-telecom-gsm/toast/main1,12993
cbench-telecom-gsm/toast/update_times,1995
cbench-telecom-gsm/toast/open_input,8706
cbench-telecom-gsm/toast/open_output,9461
cbench-telecom-gsm/toast/grok_format,4822
cbench-telecom-gsm/toast/process_encode,13984
cbench-telecom-gsm/toast/parse_argv0,3755
cbench-telecom-gsm/toast/normalname,6250
cbench-telecom-gsm/toast/endname,2514
cbench-telecom-gsm/toast/process_decode,14886
cbench-telecom-gsm/toast/emalloc,2437
cbench-telecom-gsm/toast/set_format,2297
cbench-telecom-gsm/toast/onintr,1554
cbench-telecom-gsm/toast/update_own,1580
cbench-telecom-gsm/toast/suffix,3946
cbench-telecom-gsm/toast/ok_to_replace,5409
cbench-telecom-gsm/code/Gsm_Coder,8918
cbench-telecom-gsm/gsm_explode/gsm_explode,24303
cbench-telecom-gsm/toast_audio/audio_init_input,9074
cbench-telecom-gsm/toast_audio/audio_init_output,5940
cbench-telecom-gsm/toast_audio/put_u32,4158
cbench-telecom-gsm/toast_audio/get_u32,4864
cbench-telecom-gsm/gsm_print/gsm_print,32339
cbench-telecom-gsm/toast_ulaw/ulaw_output,3180
cbench-telecom-gsm/toast_ulaw/ulaw_input,3750
cbench-telecom-gsm/gsm_create/gsm_create,2345
cbench-telecom-gsm/ctuning-rtl/main,4786
cbench-telecom-gsm/gsm_option/gsm_option,2204
cbench-telecom-gsm/short_term/Coefficients_40_159,2203
cbench-telecom-gsm/short_term/Short_term_analysis_filtering,4605
cbench-telecom-gsm/short_term/Coefficients_13_26,3005
cbench-telecom-gsm/short_term/LARp_to_rp,4211
cbench-telecom-gsm/short_term/Short_term_synthesis_filtering,5203
cbench-telecom-gsm/short_term/Coefficients_0_12,3604
cbench-telecom-gsm/short_term/Coefficients_27_39,3604
cbench-telecom-gsm/debug/gsm_debug_words,4297
cbench-telecom-gsm/debug/gsm_debug_longwords,4297
polybench-cpu-bicg/bicg/init_array,6803
polybench-cpu-bicg/bicg/kernel_bicg,5304
polybench-cpu-bicg/bicg/main,9010
polybench-cpu-bicg/bicg/print_array,5702
polybench-cpu-bicg/bicg/absVal,2104
polybench-cpu-bicg/bicg/percentDiff,5010
milepost-codelet-mibench-consumer-tiff2rgba-src-tif-predict-codelet-4-1/tif_predict.codelet__4.wrapper/main,6295
polybench-cpu-fdtd-apml/fdtd-apml/init_array,29004
polybench-cpu-fdtd-apml/fdtd-apml/kernel_fdtd_apml,49803
polybench-cpu-fdtd-apml/fdtd-apml/main,21271
polybench-cpu-fdtd-apml/fdtd-apml/print_array,8546
polybench-cpu-fdtd-apml/fdtd-apml/absVal,2104
polybench-cpu-fdtd-apml/fdtd-apml/percentDiff,5010
polybench-cpu-gemver/gemver/init_array,26007
polybench-cpu-gemver/gemver/main,15977
polybench-cpu-gemver/gemver/print_array,3040
polybench-cpu-gemver/gemver/kernel_gemver,8204
polybench-cpu-gemver/gemver/absVal,2104
polybench-cpu-gemver/gemver/percentDiff,5010
milepost-codelet-mibench-security-pgp-d-src-mpilib-codelet-1-1/mpilib.codelet__1.wrapper/main,7794
milepost-codelet-mibench-security-pgp-d-src-mpilib-codelet-1-1/mpilib.codelet__1/astex_codelet__1,3103
cbench-consumer-lame/fft/init_fft,8904
cbench-consumer-lame/fft/fft_long,28451
cbench-consumer-lame/fft/fft_short,31045
cbench-consumer-lame/fft/fht,17504
cbench-consumer-lame/timestatus/ts_calc_times,7603
cbench-consumer-lame/timestatus/timestatus,20661
cbench-consumer-lame/timestatus/ts_process_time,2046
cbench-consumer-lame/timestatus/ts_real_time,2012
cbench-consumer-lame/util/BitrateIndex,3785
cbench-consumer-lame/util/DetermineByteOrder,2786
cbench-consumer-lame/util/empty_buffer,2303
cbench-consumer-lame/util/SmpFrqIndex,5173
cbench-consumer-lame/util/SwapBytesInWords,2503
cbench-consumer-lame/util/putbits,6886
cbench-consumer-lame/util/copy_buffer,5264
cbench-consumer-lame/util/display_bitrates,6616
cbench-consumer-lame/util/mem_alloc,3913
cbench-consumer-lame/util/getframebits,10220
cbench-consumer-lame/ieeefloat/ConvertToIeeeSingle,7733
cbench-consumer-lame/ieeefloat/ConvertToIeeeDouble,13022
cbench-consumer-lame/ieeefloat/ConvertFromIeeeDouble,10446
cbench-consumer-lame/ieeefloat/ConvertFromIeeeSingle,6298
cbench-consumer-lame/ieeefloat/ConvertToIeeeExtended,10249
cbench-consumer-lame/ieeefloat/ConvertFromIeeeExtended,7603
cbench-consumer-lame/portableio/Read16BitsLowHigh,2461
cbench-consumer-lame/portableio/WriteBytes,2051
cbench-consumer-lame/portableio/Read24BitsHighLow,3043
cbench-consumer-lame/portableio/ReadBytes,3000
cbench-consumer-lame/portableio/ReadBytesSwapped,4665
cbench-consumer-lame/portableio/Read16BitsHighLow,2461
cbench-consumer-lame/portableio/WriteBytesSwapped,2349
cbench-consumer-lame/portableio/ReadByte,1805
cbench-consumer-lame/vbrquantize/compute_scalefacs_short,8675
cbench-consumer-lame/vbrquantize/compute_scalefacs_long,16002
cbench-consumer-lame/vbrquantize/calc_sfb_ave_noise,8016
cbench-consumer-lame/vbrquantize/find_scalefac,13933
cbench-consumer-lame/formatBitstream/side_queue_elements,2504
cbench-consumer-lame/formatBitstream/BF_PartLength,2304
cbench-consumer-lame/formatBitstream/BF_LoadHolderFromBitstreamPart,2505
cbench-consumer-lame/formatBitstream/BF_addElement,3182
cbench-consumer-lame/formatBitstream/BF_FlushBitstream,4671
cbench-consumer-lame/formatBitstream/free_side_info_link,6095
cbench-consumer-lame/formatBitstream/writePartMainData,4529
cbench-consumer-lame/formatBitstream/writePartSideInfo,3572
cbench-consumer-lame/formatBitstream/main_data,9069
cbench-consumer-lame/formatBitstream/WriteMainDataBits,8796
cbench-consumer-lame/formatBitstream/BF_resizePartHolder,4041
cbench-consumer-lame/formatBitstream/write_side_info,9213
cbench-consumer-lame/formatBitstream/BF_addEntry,2086
cbench-consumer-lame/formatBitstream/BF_BitstreamFrame,6456
cbench-consumer-lame/formatBitstream/free_side_queues,3069
cbench-consumer-lame/formatBitstream/get_side_info,2282
cbench-consumer-lame/formatBitstream/BF_newPartHolder,5791
cbench-consumer-lame/lame/lame_print_config,15776
cbench-consumer-lame/lame/lame_mp3_tags,4865
cbench-consumer-lame/lame/fill_buffer,4686
cbench-consumer-lame/lame/lame_encode_finish,9500
cbench-consumer-lame/l3bitstream/abs_and_sign,2203
cbench-consumer-lame/l3bitstream/L3_huffman_coder_count1,8057
cbench-consumer-lame/l3bitstream/III_FlushBitstream,1264
cbench-consumer-lame/l3bitstream/CRC_BF_addEntry,3690
cbench-consumer-lame/l3bitstream/drain_into_ancillary_data,5657
cbench-consumer-lame/reservoir/ResvMaxBits,5421
cbench-consumer-lame/reservoir/ResvFrameBegin,5194
cbench-consumer-lame/reservoir/ResvFrameEnd,3022
cbench-consumer-lame/VbrTag/AddVbrFrame,3334
cbench-consumer-lame/VbrTag/InitVbrTag,7538
cbench-consumer-lame/VbrTag/PutVbrTag,18627
cbench-consumer-lame/VbrTag/CheckVbrTag,3803
cbench-consumer-lame/VbrTag/SeekPoint,5808
cbench-consumer-lame/main/main1,11731
cbench-consumer-lame/get_audio/parse_wave_header,18038
cbench-consumer-lame/get_audio/OpenSndFile,14803
cbench-consumer-lame/get_audio/wave_check,1915
cbench-consumer-lame/get_audio/lame_readframe,3545
cbench-consumer-lame/get_audio/CloseSndFile,2008
cbench-consumer-lame/get_audio/fskip,2623
cbench-consumer-lame/get_audio/parse_file_header,4884
cbench-consumer-lame/get_audio/aiff_check2,6696
cbench-consumer-lame/get_audio/lame_init_infile,3339
cbench-consumer-lame/get_audio/parse_aiff_header,13288
cbench-consumer-lame/get_audio/get_audio,8410
cbench-consumer-lame/get_audio/read_samples_pcm,9278
cbench-consumer-lame/id3tag/id3_pad,2146
cbench-consumer-lame/id3tag/id3_buildtag,7044
cbench-consumer-lame/id3tag/id3_writetag,3426
cbench-consumer-lame/ctuning-rtl/main,4615
cbench-consumer-lame/newmdct/mdct_short,6003
cbench-consumer-lame/newmdct/mdct_long,13804
cbench-consumer-lame/newmdct/window_subband,33203
cbench-consumer-lame/quantize-pvt/ms_convert,3003
cbench-consumer-lame/quantize-pvt/quantize_xrpow_ISO,4602
cbench-consumer-lame/quantize-pvt/loop_break,3503
cbench-consumer-lame/quantize-pvt/reduce_side,9603
cbench-consumer-lame/quantize-pvt/compute_ath,9347
cbench-consumer-lame/quantize-pvt/quantize_xrpow,4709
cbench-consumer-lame/quantize-pvt/bin_search_StepSize2,9070
cbench-consumer-lame/quantize-pvt/inner_loop,3297
cbench-consumer-lame/quantize-pvt/on_pe,12804
cbench-consumer-lame/quantize-pvt/ATHformula,5167
cbench-consumer-lame/takehiro/count_bit_noESC,3803
cbench-consumer-lame/takehiro/count_bit_short_noESC,4103
cbench-consumer-lame/takehiro/count_bit_noESC2,2803
cbench-consumer-lame/takehiro/count_bit_short_ESC,5806
cbench-consumer-lame/takehiro/count_bit_ESC,5406
cbench-consumer-lame/takehiro/ix_max,2603
cbench-consumer-lame/takehiro/count_bits,6608
cbench-consumer-lame/takehiro/best_huffman_divide,13586
cbench-consumer-lame/quantize/VBR_compare,2504
cbench-consumer-lame/quantize/iteration_loop,19193
polybench-cpu-adi/adi/init_array,12404
polybench-cpu-adi/adi/main,7222
polybench-cpu-adi/adi/print_array,4556
polybench-cpu-adi/adi/absVal,2104
polybench-cpu-adi/adi/percentDiff,5010
cbench-consumer-tiff2median/tif_dirread/TIFFFetchDoubleArray,1876
cbench-consumer-tiff2median/tif_dirread/TIFFFetchFloat,3503
cbench-consumer-tiff2median/tif_dirread/CheckDirCount,2888
cbench-consumer-tiff2median/tif_dirread/TIFFFetchRefBlackWhite,7413
cbench-consumer-tiff2median/tif_dirread/TIFFFetchExtraSamples,4888
cbench-consumer-tiff2median/tif_dirread/CheckMalloc,2133
cbench-consumer-tiff2median/tif_dirread/TIFFFetchStripThing,7742
cbench-consumer-tiff2median/tif_dirread/TIFFFetchByteArray,6618
cbench-consumer-tiff2median/tif_dirread/TIFFFetchShortPair,3831
cbench-consumer-tiff2median/tif_dirread/cvtRational,5867
cbench-consumer-tiff2median/tif_dirread/TIFFFetchRationalArray,5536
cbench-consumer-tiff2median/tif_dirread/TIFFFetchPerSampleShorts,7090
cbench-consumer-tiff2median/tif_dirread/TIFFFetchFloatArray,2527
cbench-consumer-tiff2median/tif_dirread/TIFFFetchPerSampleAnys,7222
cbench-consumer-tiff2median/tif_dirread/TIFFFetchString,3136
cbench-consumer-tiff2median/tif_dirread/ChopUpSingleUncompressedStrip,12095
cbench-consumer-tiff2median/tif_dirread/EstimateStripByteCounts,14705
cbench-consumer-tiff2median/tif_dirread/TIFFFetchRational,2523
cbench-consumer-tiff2median/tif_dirread/TIFFFetchData,13821
cbench-consumer-tiff2median/tif_dirread/TIFFFetchLongArray,2292
cbench-consumer-tiff2median/tif_dirread/TIFFFetchShortArray,5370
cbench-consumer-tiff2median/tif_lzw/LZWCleanup,2748
cbench-consumer-tiff2median/tif_lzw/TIFFInitLZW,6095
cbench-consumer-tiff2median/tif_lzw/LZWSetupDecode,5592
cbench-consumer-tiff2median/tif_lzw/LZWPreDecode,8865
cbench-consumer-tiff2median/tif_read/TIFFReadRawTile,4750
cbench-consumer-tiff2median/tif_read/TIFFSeek,12983
cbench-consumer-tiff2median/tif_read/TIFFReadScanline,9265
cbench-consumer-tiff2median/tif_read/TIFFStartStrip,11354
cbench-consumer-tiff2median/tif_read/TIFFFillStrip,13332
cbench-consumer-tiff2median/tif_read/TIFFCheckRead,4007
cbench-consumer-tiff2median/tif_read/_TIFFSwab64BitData,2287
cbench-consumer-tiff2median/tif_read/TIFFReadBufferSetup,5375
cbench-consumer-tiff2median/tif_read/TIFFFillTile,12298
cbench-consumer-tiff2median/tif_read/_TIFFSwab32BitData,2287
cbench-consumer-tiff2median/tif_read/TIFFStartTile,18036
cbench-consumer-tiff2median/tif_read/TIFFReadEncodedStrip,13624
cbench-consumer-tiff2median/tif_read/TIFFReadRawTile1,10918
cbench-consumer-tiff2median/tif_read/TIFFReadTile,4449
cbench-consumer-tiff2median/tif_read/TIFFReadEncodedTile,11524
cbench-consumer-tiff2median/tif_read/TIFFReadRawStrip,6145
cbench-consumer-tiff2median/tif_read/TIFFReadRawStrip1,10502
cbench-consumer-tiff2median/tif_read/_TIFFSwab16BitData,2287
cbench-consumer-tiff2median/tif_luv/Luv32fromXYZ,2486
cbench-consumer-tiff2median/tif_luv/LogLuvInitState,8742
cbench-consumer-tiff2median/tif_luv/LogLuvGuessDataFmt,3811
cbench-consumer-tiff2median/tif_luv/Luv32toXYZ,2444
cbench-consumer-tiff2median/tif_luv/LogLuvEncodeStrip,8916
